atom_1,atom_2,atom_3,atom_4,atom_indices,element_1,element_2,element_3,element_4,elements,parameter_type,parameter_id,parameter_smirks,value,energy,qcarchive_id,grid_id,mapped_smiles,forcefield
5,7,6,15,"(5, 7, 6, 15)",C,C,C,H,"('C', 'C', 'C', 'H')",ProperTorsions,t15,[*:1]-[#6X4;r3:2]-@[#6X4;r3:3]-[*:4],-142.73452334128385,-3.475439342982522,17752100,-120,[H:11][c:1]1[c:2]([c:4]([c:6]([c:5]([c:3]1[H:13])[H:15])[C@@:8]2([C@@:9]([C:7]2([H:16])[H:17])([H:19])[N+:10]([H:20])([H:21])[H:22])[H:18])[H:14])[H:12],tm-2.2.offxml
5,7,6,16,"(5, 7, 6, 16)",C,C,C,H,"('C', 'C', 'C', 'H')",ProperTorsions,t15,[*:1]-[#6X4;r3:2]-@[#6X4;r3:3]-[*:4],-0.044599929298134666,-5.487311190873437,17752100,-120,[H:11][c:1]1[c:2]([c:4]([c:6]([c:5]([c:3]1[H:13])[H:15])[C@@:8]2([C@@:9]([C:7]2([H:16])[H:17])([H:19])[N+:10]([H:20])([H:21])[H:22])[H:18])[H:14])[H:12],tm-2.2.offxml
5,7,8,6,"(5, 7, 8, 6)",C,C,C,C,"('C', 'C', 'C', 'C')",ProperTorsions,t16,[#6X4;r3:1]-[#6X4;r3:2]-[#6X4;r3:3]-[*:4],-108.53744447771521,3.0505304963522386,17752100,-120,[H:11][c:1]1[c:2]([c:4]([c:6]([c:5]([c:3]1[H:13])[H:15])[C@@:8]2([C@@:9]([C:7]2([H:16])[H:17])([H:19])[N+:10]([H:20])([H:21])[H:22])[H:18])[H:14])[H:12],tm-2.2.offxml
5,7,8,9,"(5, 7, 8, 9)",C,C,C,N,"('C', 'C', 'C', 'N')",ProperTorsions,t15,[*:1]-[#6X4;r3:2]-@[#6X4;r3:3]-[*:4],142.56306126961806,-3.4595999792077183,17752100,-120,[H:11][c:1]1[c:2]([c:4]([c:6]([c:5]([c:3]1[H:13])[H:15])[C@@:8]2([C@@:9]([C:7]2([H:16])[H:17])([H:19])[N+:10]([H:20])([H:21])[H:22])[H:18])[H:14])[H:12],tm-2.2.offxml
5,7,8,18,"(5, 7, 8, 18)",C,C,C,H,"('C', 'C', 'C', 'H')",ProperTorsions,t15,[*:1]-[#6X4;r3:2]-@[#6X4;r3:3]-[*:4],-1.289707922927825,-5.484534649095507,17752100,-120,[H:11][c:1]1[c:2]([c:4]([c:6]([c:5]([c:3]1[H:13])[H:15])[C@@:8]2([C@@:9]([C:7]2([H:16])[H:17])([H:19])[N+:10]([H:20])([H:21])[H:22])[H:18])[H:14])[H:12],tm-2.2.offxml
6,7,8,9,"(6, 7, 8, 9)",C,C,C,N,"('C', 'C', 'C', 'N')",ProperTorsions,t16,[#6X4;r3:1]-[#6X4;r3:2]-[#6X4;r3:3]-[*:4],-108.8994933338868,3.0182296562799262,17752100,-120,[H:11][c:1]1[c:2]([c:4]([c:6]([c:5]([c:3]1[H:13])[H:15])[C@@:8]2([C@@:9]([C:7]2([H:16])[H:17])([H:19])[N+:10]([H:20])([H:21])[H:22])[H:18])[H:14])[H:12],tm-2.2.offxml
6,7,8,18,"(6, 7, 8, 18)",C,C,C,H,"('C', 'C', 'C', 'H')",ProperTorsions,t16,[#6X4;r3:1]-[#6X4;r3:2]-[#6X4;r3:3]-[*:4],107.24773747356734,3.165454606540575,17752100,-120,[H:11][c:1]1[c:2]([c:4]([c:6]([c:5]([c:3]1[H:13])[H:15])[C@@:8]2([C@@:9]([C:7]2([H:16])[H:17])([H:19])[N+:10]([H:20])([H:21])[H:22])[H:18])[H:14])[H:12],tm-2.2.offxml
6,8,7,17,"(6, 8, 7, 17)",C,C,C,H,"('C', 'C', 'C', 'H')",ProperTorsions,t16,[#6X4;r3:1]-[#6X4;r3:2]-[#6X4;r3:3]-[*:4],106.66174141741108,3.2175844255967134,17752100,-120,[H:11][c:1]1[c:2]([c:4]([c:6]([c:5]([c:3]1[H:13])[H:15])[C@@:8]2([C@@:9]([C:7]2([H:16])[H:17])([H:19])[N+:10]([H:20])([H:21])[H:22])[H:18])[H:14])[H:12],tm-2.2.offxml
6,8,9,19,"(6, 8, 9, 19)",C,C,N,H,"('C', 'C', 'N', 'H')",ProperTorsions,t60g,[#1:1]-[#7X4:2]-[#6X4;r3:3]-[#6X4;r3:4],-120.00000344691135,-0.0473762154388035,17752100,-120,[H:11][c:1]1[c:2]([c:4]([c:6]([c:5]([c:3]1[H:13])[H:15])[C@@:8]2([C@@:9]([C:7]2([H:16])[H:17])([H:19])[N+:10]([H:20])([H:21])[H:22])[H:18])[H:14])[H:12],tm-2.2.offxml
6,8,9,20,"(6, 8, 9, 20)",C,C,N,H,"('C', 'C', 'N', 'H')",ProperTorsions,t60g,[#1:1]-[#7X4:2]-[#6X4;r3:3]-[#6X4;r3:4],120.70483114110604,-0.04637038358620299,17752100,-120,[H:11][c:1]1[c:2]([c:4]([c:6]([c:5]([c:3]1[H:13])[H:15])[C@@:8]2([C@@:9]([C:7]2([H:16])[H:17])([H:19])[N+:10]([H:20])([H:21])[H:22])[H:18])[H:14])[H:12],tm-2.2.offxml
6,8,9,21,"(6, 8, 9, 21)",C,C,N,H,"('C', 'C', 'N', 'H')",ProperTorsions,t60g,[#1:1]-[#7X4:2]-[#6X4;r3:3]-[#6X4;r3:4],1.5449249982111601,-0.1894704382905677,17752100,-120,[H:11][c:1]1[c:2]([c:4]([c:6]([c:5]([c:3]1[H:13])[H:15])[C@@:8]2([C@@:9]([C:7]2([H:16])[H:17])([H:19])[N+:10]([H:20])([H:21])[H:22])[H:18])[H:14])[H:12],tm-2.2.offxml
7,5,3,13,"(7, 5, 3, 13)",C,C,C,H,"('C', 'C', 'C', 'H')",ProperTorsions,t44,[*:1]~[#6X3:2]:[#6X3:3]~[*:4],-1.3634133948949059,0.003554776261537307,17752100,-120,[H:11][c:1]1[c:2]([c:4]([c:6]([c:5]([c:3]1[H:13])[H:15])[C@@:8]2([C@@:9]([C:7]2([H:16])[H:17])([H:19])[N+:10]([H:20])([H:21])[H:22])[H:18])[H:14])[H:12],tm-2.2.offxml
7,5,4,14,"(7, 5, 4, 14)",C,C,C,H,"('C', 'C', 'C', 'H')",ProperTorsions,t44,[*:1]~[#6X3:2]:[#6X3:3]~[*:4],1.5755006238660854,0.0047464272615915576,17752100,-120,[H:11][c:1]1[c:2]([c:4]([c:6]([c:5]([c:3]1[H:13])[H:15])[C@@:8]2([C@@:9]([C:7]2([H:16])[H:17])([H:19])[N+:10]([H:20])([H:21])[H:22])[H:18])[H:14])[H:12],tm-2.2.offxml
7,6,8,9,"(7, 6, 8, 9)",C,C,C,N,"('C', 'C', 'C', 'N')",ProperTorsions,t16,[#6X4;r3:1]-[#6X4;r3:2]-[#6X4;r3:3]-[*:4],107.2631640393543,3.1640814562511825,17752100,-120,[H:11][c:1]1[c:2]([c:4]([c:6]([c:5]([c:3]1[H:13])[H:15])[C@@:8]2([C@@:9]([C:7]2([H:16])[H:17])([H:19])[N+:10]([H:20])([H:21])[H:22])[H:18])[H:14])[H:12],tm-2.2.offxml
7,6,8,18,"(7, 6, 8, 18)",C,C,C,H,"('C', 'C', 'C', 'H')",ProperTorsions,t16,[#6X4;r3:1]-[#6X4;r3:2]-[#6X4;r3:3]-[*:4],-106.29508654862853,3.2501690694960765,17752100,-120,[H:11][c:1]1[c:2]([c:4]([c:6]([c:5]([c:3]1[H:13])[H:15])[C@@:8]2([C@@:9]([C:7]2([H:16])[H:17])([H:19])[N+:10]([H:20])([H:21])[H:22])[H:18])[H:14])[H:12],tm-2.2.offxml
7,8,6,15,"(7, 8, 6, 15)",C,C,C,H,"('C', 'C', 'C', 'H')",ProperTorsions,t16,[#6X4;r3:1]-[#6X4;r3:2]-[#6X4;r3:3]-[*:4],-107.29088282192893,3.1616140503961017,17752100,-120,[H:11][c:1]1[c:2]([c:4]([c:6]([c:5]([c:3]1[H:13])[H:15])[C@@:8]2([C@@:9]([C:7]2([H:16])[H:17])([H:19])[N+:10]([H:20])([H:21])[H:22])[H:18])[H:14])[H:12],tm-2.2.offxml
7,8,6,16,"(7, 8, 6, 16)",C,C,C,H,"('C', 'C', 'C', 'H')",ProperTorsions,t16,[#6X4;r3:1]-[#6X4;r3:2]-[#6X4;r3:3]-[*:4],107.90123430519716,3.107252208784079,17752100,-120,[H:11][c:1]1[c:2]([c:4]([c:6]([c:5]([c:3]1[H:13])[H:15])[C@@:8]2([C@@:9]([C:7]2([H:16])[H:17])([H:19])[N+:10]([H:20])([H:21])[H:22])[H:18])[H:14])[H:12],tm-2.2.offxml
7,8,9,19,"(7, 8, 9, 19)",C,C,N,H,"('C', 'C', 'N', 'H')",ProperTorsions,t60g,[#1:1]-[#7X4:2]-[#6X4;r3:3]-[#6X4;r3:4],-50.45728951668677,-0.15507688936256098,17752100,-120,[H:11][c:1]1[c:2]([c:4]([c:6]([c:5]([c:3]1[H:13])[H:15])[C@@:8]2([C@@:9]([C:7]2([H:16])[H:17])([H:19])[N+:10]([H:20])([H:21])[H:22])[H:18])[H:14])[H:12],tm-2.2.offxml
7,8,9,20,"(7, 8, 9, 20)",C,C,N,H,"('C', 'C', 'N', 'H')",ProperTorsions,t60g,[#1:1]-[#7X4:2]-[#6X4;r3:3]-[#6X4;r3:4],-169.75245492866938,-0.001511460517728407,17752100,-120,[H:11][c:1]1[c:2]([c:4]([c:6]([c:5]([c:3]1[H:13])[H:15])[C@@:8]2([C@@:9]([C:7]2([H:16])[H:17])([H:19])[N+:10]([H:20])([H:21])[H:22])[H:18])[H:14])[H:12],tm-2.2.offxml
7,8,9,21,"(7, 8, 9, 21)",C,C,N,H,"('C', 'C', 'N', 'H')",ProperTorsions,t60g,[#1:1]-[#7X4:2]-[#6X4;r3:3]-[#6X4;r3:4],71.08763892843574,-0.12546374591200934,17752100,-120,[H:11][c:1]1[c:2]([c:4]([c:6]([c:5]([c:3]1[H:13])[H:15])[C@@:8]2([C@@:9]([C:7]2([H:16])[H:17])([H:19])[N+:10]([H:20])([H:21])[H:22])[H:18])[H:14])[H:12],tm-2.2.offxml
8,6,7,17,"(8, 6, 7, 17)",C,C,C,H,"('C', 'C', 'C', 'H')",ProperTorsions,t16,[#6X4;r3:1]-[#6X4;r3:2]-[#6X4;r3:3]-[*:4],-108.56836523928494,3.0477724287599117,17752100,-120,[H:11][c:1]1[c:2]([c:4]([c:6]([c:5]([c:3]1[H:13])[H:15])[C@@:8]2([C@@:9]([C:7]2([H:16])[H:17])([H:19])[N+:10]([H:20])([H:21])[H:22])[H:18])[H:14])[H:12],tm-2.2.offxml
8,7,6,15,"(8, 7, 6, 15)",C,C,C,H,"('C', 'C', 'C', 'H')",ProperTorsions,t16,[#6X4;r3:1]-[#6X4;r3:2]-[#6X4;r3:3]-[*:4],109.47015791014766,2.967289529903568,17752100,-120,[H:11][c:1]1[c:2]([c:4]([c:6]([c:5]([c:3]1[H:13])[H:15])[C@@:8]2([C@@:9]([C:7]2([H:16])[H:17])([H:19])[N+:10]([H:20])([H:21])[H:22])[H:18])[H:14])[H:12],tm-2.2.offxml
8,7,6,16,"(8, 7, 6, 16)",C,C,C,H,"('C', 'C', 'C', 'H')",ProperTorsions,t16,[#6X4;r3:1]-[#6X4;r3:2]-[#6X4;r3:3]-[*:4],-107.83991867786663,3.112715931214444,17752100,-120,[H:11][c:1]1[c:2]([c:4]([c:6]([c:5]([c:3]1[H:13])[H:15])[C@@:8]2([C@@:9]([C:7]2([H:16])[H:17])([H:19])[N+:10]([H:20])([H:21])[H:22])[H:18])[H:14])[H:12],tm-2.2.offxml
9,8,6,15,"(9, 8, 6, 15)",N,C,C,H,"('N', 'C', 'C', 'H')",ProperTorsions,t15,[*:1]-[#6X4;r3:2]-@[#6X4;r3:3]-[*:4],-0.027719685366791168,-5.487313231433058,17752100,-120,[H:11][c:1]1[c:2]([c:4]([c:6]([c:5]([c:3]1[H:13])[H:15])[C@@:8]2([C@@:9]([C:7]2([H:16])[H:17])([H:19])[N+:10]([H:20])([H:21])[H:22])[H:18])[H:14])[H:12],tm-2.2.offxml
9,8,6,16,"(9, 8, 6, 16)",N,C,C,H,"('N', 'C', 'C', 'H')",ProperTorsions,t15,[*:1]-[#6X4;r3:2]-@[#6X4;r3:3]-[*:4],-144.8356025582407,-3.667232830352081,17752100,-120,[H:11][c:1]1[c:2]([c:4]([c:6]([c:5]([c:3]1[H:13])[H:15])[C@@:8]2([C@@:9]([C:7]2([H:16])[H:17])([H:19])[N+:10]([H:20])([H:21])[H:22])[H:18])[H:14])[H:12],tm-2.2.offxml
9,8,7,17,"(9, 8, 7, 17)",N,C,C,H,"('N', 'C', 'C', 'H')",ProperTorsions,t15,[*:1]-[#6X4;r3:2]-@[#6X4;r3:3]-[*:4],-2.237752835255666,-5.478948513353773,17752100,-120,[H:11][c:1]1[c:2]([c:4]([c:6]([c:5]([c:3]1[H:13])[H:15])[C@@:8]2([C@@:9]([C:7]2([H:16])[H:17])([H:19])[N+:10]([H:20])([H:21])[H:22])[H:18])[H:14])[H:12],tm-2.2.offxml
10,0,1,11,"(10, 0, 1, 11)",H,C,C,H,"('H', 'C', 'C', 'H')",ProperTorsions,t44,[*:1]~[#6X3:2]:[#6X3:3]~[*:4],-0.2818592037818349,0.00015194977859542166,17752100,-120,[H:11][c:1]1[c:2]([c:4]([c:6]([c:5]([c:3]1[H:13])[H:15])[C@@:8]2([C@@:9]([C:7]2([H:16])[H:17])([H:19])[N+:10]([H:20])([H:21])[H:22])[H:18])[H:14])[H:12],tm-2.2.offxml
10,0,2,12,"(10, 0, 2, 12)",H,C,C,H,"('H', 'C', 'C', 'H')",ProperTorsions,t44,[*:1]~[#6X3:2]:[#6X3:3]~[*:4],0.24615700582517433,0.0001158939760360137,17752100,-120,[H:11][c:1]1[c:2]([c:4]([c:6]([c:5]([c:3]1[H:13])[H:15])[C@@:8]2([C@@:9]([C:7]2([H:16])[H:17])([H:19])[N+:10]([H:20])([H:21])[H:22])[H:18])[H:14])[H:12],tm-2.2.offxml
11,1,3,13,"(11, 1, 3, 13)",H,C,C,H,"('H', 'C', 'C', 'H')",ProperTorsions,t44,[*:1]~[#6X3:2]:[#6X3:3]~[*:4],-0.6023766110422794,0.0006939997815516367,17752100,-120,[H:11][c:1]1[c:2]([c:4]([c:6]([c:5]([c:3]1[H:13])[H:15])[C@@:8]2([C@@:9]([C:7]2([H:16])[H:17])([H:19])[N+:10]([H:20])([H:21])[H:22])[H:18])[H:14])[H:12],tm-2.2.offxml
12,2,4,14,"(12, 2, 4, 14)",H,C,C,H,"('H', 'C', 'C', 'H')",ProperTorsions,t44,[*:1]~[#6X3:2]:[#6X3:3]~[*:4],0.41606078575715577,0.00033108924205833265,17752100,-120,[H:11][c:1]1[c:2]([c:4]([c:6]([c:5]([c:3]1[H:13])[H:15])[C@@:8]2([C@@:9]([C:7]2([H:16])[H:17])([H:19])[N+:10]([H:20])([H:21])[H:22])[H:18])[H:14])[H:12],tm-2.2.offxml
15,6,7,17,"(15, 6, 7, 17)",H,C,C,H,"('H', 'C', 'C', 'H')",ProperTorsions,t15,[*:1]-[#6X4;r3:2]-@[#6X4;r3:3]-[*:4],0.9017917538420556,-5.485955291143567,17752100,-120,[H:11][c:1]1[c:2]([c:4]([c:6]([c:5]([c:3]1[H:13])[H:15])[C@@:8]2([C@@:9]([C:7]2([H:16])[H:17])([H:19])[N+:10]([H:20])([H:21])[H:22])[H:18])[H:14])[H:12],tm-2.2.offxml
15,6,8,18,"(15, 6, 8, 18)",H,C,C,H,"('H', 'C', 'C', 'H')",ProperTorsions,t15,[*:1]-[#6X4;r3:2]-@[#6X4;r3:3]-[*:4],146.4140297266504,-3.808105743880609,17752100,-120,[H:11][c:1]1[c:2]([c:4]([c:6]([c:5]([c:3]1[H:13])[H:15])[C@@:8]2([C@@:9]([C:7]2([H:16])[H:17])([H:19])[N+:10]([H:20])([H:21])[H:22])[H:18])[H:14])[H:12],tm-2.2.offxml
16,6,7,17,"(16, 6, 7, 17)",H,C,C,H,"('H', 'C', 'C', 'H')",ProperTorsions,t15,[*:1]-[#6X4;r3:2]-@[#6X4;r3:3]-[*:4],143.59171516582776,-3.554220793516903,17752100,-120,[H:11][c:1]1[c:2]([c:4]([c:6]([c:5]([c:3]1[H:13])[H:15])[C@@:8]2([C@@:9]([C:7]2([H:16])[H:17])([H:19])[N+:10]([H:20])([H:21])[H:22])[H:18])[H:14])[H:12],tm-2.2.offxml
16,6,8,18,"(16, 6, 8, 18)",H,C,C,H,"('H', 'C', 'C', 'H')",ProperTorsions,t15,[*:1]-[#6X4;r3:2]-@[#6X4;r3:3]-[*:4],1.6061468537764865,-5.483003582256601,17752100,-120,[H:11][c:1]1[c:2]([c:4]([c:6]([c:5]([c:3]1[H:13])[H:15])[C@@:8]2([C@@:9]([C:7]2([H:16])[H:17])([H:19])[N+:10]([H:20])([H:21])[H:22])[H:18])[H:14])[H:12],tm-2.2.offxml
17,7,8,18,"(17, 7, 8, 18)",H,C,C,H,"('H', 'C', 'C', 'H')",ProperTorsions,t15,[*:1]-[#6X4;r3:2]-@[#6X4;r3:3]-[*:4],-146.09052202780157,-3.779482385576546,17752100,-120,[H:11][c:1]1[c:2]([c:4]([c:6]([c:5]([c:3]1[H:13])[H:15])[C@@:8]2([C@@:9]([C:7]2([H:16])[H:17])([H:19])[N+:10]([H:20])([H:21])[H:22])[H:18])[H:14])[H:12],tm-2.2.offxml
18,8,9,19,"(18, 8, 9, 19)",H,C,N,H,"('H', 'C', 'N', 'H')",ProperTorsions,t59g,[#1:1]-[#7X4:2]-[#6X4;r3:3]-[*:4],93.38127971605202,-1.2805855997736275,17752100,-120,[H:11][c:1]1[c:2]([c:4]([c:6]([c:5]([c:3]1[H:13])[H:15])[C@@:8]2([C@@:9]([C:7]2([H:16])[H:17])([H:19])[N+:10]([H:20])([H:21])[H:22])[H:18])[H:14])[H:12],tm-2.2.offxml
18,8,9,20,"(18, 8, 9, 20)",H,C,N,H,"('H', 'C', 'N', 'H')",ProperTorsions,t59g,[#1:1]-[#7X4:2]-[#6X4;r3:3]-[*:4],-25.913885695930606,-2.584866737554212,17752100,-120,[H:11][c:1]1[c:2]([c:4]([c:6]([c:5]([c:3]1[H:13])[H:15])[C@@:8]2([C@@:9]([C:7]2([H:16])[H:17])([H:19])[N+:10]([H:20])([H:21])[H:22])[H:18])[H:14])[H:12],tm-2.2.offxml
18,8,9,21,"(18, 8, 9, 21)",H,C,N,H,"('H', 'C', 'N', 'H')",ProperTorsions,t59g,[#1:1]-[#7X4:2]-[#6X4;r3:3]-[*:4],-145.07379183882549,-0.24510235998038415,17752100,-120,[H:11][c:1]1[c:2]([c:4]([c:6]([c:5]([c:3]1[H:13])[H:15])[C@@:8]2([C@@:9]([C:7]2([H:16])[H:17])([H:19])[N+:10]([H:20])([H:21])[H:22])[H:18])[H:14])[H:12],tm-2.2.offxml
0,1,3,11,"(0, 1, 3, 11)",C,C,C,H,"('C', 'C', 'C', 'H')",ImproperTorsions,i1,[*:1]~[#6X3:2](~[*:3])~[*:4],-0.2751020315382314,8.03924132232277e-05,17752100,-120,[H:11][c:1]1[c:2]([c:4]([c:6]([c:5]([c:3]1[H:13])[H:15])[C@@:8]2([C@@:9]([C:7]2([H:16])[H:17])([H:19])[N+:10]([H:20])([H:21])[H:22])[H:18])[H:14])[H:12],tm-2.2.offxml
3,1,11,0,"(3, 1, 11, 0)",C,C,H,C,"('C', 'C', 'H', 'C')",ImproperTorsions,i1,[*:1]~[#6X3:2](~[*:3])~[*:4],-0.3167807914622219,0.00010659677403002135,17752100,-120,[H:11][c:1]1[c:2]([c:4]([c:6]([c:5]([c:3]1[H:13])[H:15])[C@@:8]2([C@@:9]([C:7]2([H:16])[H:17])([H:19])[N+:10]([H:20])([H:21])[H:22])[H:18])[H:14])[H:12],tm-2.2.offxml
11,1,0,3,"(11, 1, 0, 3)",H,C,C,C,"('H', 'C', 'C', 'C')",ImproperTorsions,i1,[*:1]~[#6X3:2](~[*:3])~[*:4],-0.3156300094092915,0.0001058237119904627,17752100,-120,[H:11][c:1]1[c:2]([c:4]([c:6]([c:5]([c:3]1[H:13])[H:15])[C@@:8]2([C@@:9]([C:7]2([H:16])[H:17])([H:19])[N+:10]([H:20])([H:21])[H:22])[H:18])[H:14])[H:12],tm-2.2.offxml
0,2,4,12,"(0, 2, 4, 12)",C,C,C,H,"('C', 'C', 'C', 'H')",ImproperTorsions,i1,[*:1]~[#6X3:2](~[*:3])~[*:4],0.25807601461787305,7.074946459948227e-05,17752100,-120,[H:11][c:1]1[c:2]([c:4]([c:6]([c:5]([c:3]1[H:13])[H:15])[C@@:8]2([C@@:9]([C:7]2([H:16])[H:17])([H:19])[N+:10]([H:20])([H:21])[H:22])[H:18])[H:14])[H:12],tm-2.2.offxml
4,2,12,0,"(4, 2, 12, 0)",C,C,H,C,"('C', 'C', 'H', 'C')",ImproperTorsions,i1,[*:1]~[#6X3:2](~[*:3])~[*:4],0.29765274984793033,9.41123675919404e-05,17752100,-120,[H:11][c:1]1[c:2]([c:4]([c:6]([c:5]([c:3]1[H:13])[H:15])[C@@:8]2([C@@:9]([C:7]2([H:16])[H:17])([H:19])[N+:10]([H:20])([H:21])[H:22])[H:18])[H:14])[H:12],tm-2.2.offxml
12,2,0,4,"(12, 2, 0, 4)",H,C,C,C,"('H', 'C', 'C', 'C')",ImproperTorsions,i1,[*:1]~[#6X3:2](~[*:3])~[*:4],0.2956721179645549,9.286406646434824e-05,17752100,-120,[H:11][c:1]1[c:2]([c:4]([c:6]([c:5]([c:3]1[H:13])[H:15])[C@@:8]2([C@@:9]([C:7]2([H:16])[H:17])([H:19])[N+:10]([H:20])([H:21])[H:22])[H:18])[H:14])[H:12],tm-2.2.offxml
1,0,2,10,"(1, 0, 2, 10)",C,C,C,H,"('C', 'C', 'C', 'H')",ImproperTorsions,i1,[*:1]~[#6X3:2](~[*:3])~[*:4],0.31682342137900854,0.00010662546561223642,17752100,-120,[H:11][c:1]1[c:2]([c:4]([c:6]([c:5]([c:3]1[H:13])[H:15])[C@@:8]2([C@@:9]([C:7]2([H:16])[H:17])([H:19])[N+:10]([H:20])([H:21])[H:22])[H:18])[H:14])[H:12],tm-2.2.offxml
2,0,10,1,"(2, 0, 10, 1)",C,C,H,C,"('C', 'C', 'H', 'C')",ImproperTorsions,i1,[*:1]~[#6X3:2](~[*:3])~[*:4],0.36543717072275644,0.0001418568652384074,17752100,-120,[H:11][c:1]1[c:2]([c:4]([c:6]([c:5]([c:3]1[H:13])[H:15])[C@@:8]2([C@@:9]([C:7]2([H:16])[H:17])([H:19])[N+:10]([H:20])([H:21])[H:22])[H:18])[H:14])[H:12],tm-2.2.offxml
10,0,1,2,"(10, 0, 1, 2)",H,C,C,C,"('H', 'C', 'C', 'C')",ImproperTorsions,i1,[*:1]~[#6X3:2](~[*:3])~[*:4],0.3650736694109432,0.00014157479862196478,17752100,-120,[H:11][c:1]1[c:2]([c:4]([c:6]([c:5]([c:3]1[H:13])[H:15])[C@@:8]2([C@@:9]([C:7]2([H:16])[H:17])([H:19])[N+:10]([H:20])([H:21])[H:22])[H:18])[H:14])[H:12],tm-2.2.offxml
1,3,5,13,"(1, 3, 5, 13)",C,C,C,H,"('C', 'C', 'C', 'H')",ImproperTorsions,i1,[*:1]~[#6X3:2](~[*:3])~[*:4],-0.2889026229523226,8.866048381746086e-05,17752100,-120,[H:11][c:1]1[c:2]([c:4]([c:6]([c:5]([c:3]1[H:13])[H:15])[C@@:8]2([C@@:9]([C:7]2([H:16])[H:17])([H:19])[N+:10]([H:20])([H:21])[H:22])[H:18])[H:14])[H:12],tm-2.2.offxml
5,3,13,1,"(5, 3, 13, 1)",C,C,H,C,"('C', 'C', 'H', 'C')",ImproperTorsions,i1,[*:1]~[#6X3:2](~[*:3])~[*:4],-0.3357811330296157,0.00011976734336573661,17752100,-120,[H:11][c:1]1[c:2]([c:4]([c:6]([c:5]([c:3]1[H:13])[H:15])[C@@:8]2([C@@:9]([C:7]2([H:16])[H:17])([H:19])[N+:10]([H:20])([H:21])[H:22])[H:18])[H:14])[H:12],tm-2.2.offxml
13,3,1,5,"(13, 3, 1, 5)",H,C,C,C,"('H', 'C', 'C', 'C')",ImproperTorsions,i1,[*:1]~[#6X3:2](~[*:3])~[*:4],-0.3277540297680269,0.00011410959157221083,17752100,-120,[H:11][c:1]1[c:2]([c:4]([c:6]([c:5]([c:3]1[H:13])[H:15])[C@@:8]2([C@@:9]([C:7]2([H:16])[H:17])([H:19])[N+:10]([H:20])([H:21])[H:22])[H:18])[H:14])[H:12],tm-2.2.offxml
2,4,5,14,"(2, 4, 5, 14)",C,C,C,H,"('C', 'C', 'C', 'H')",ImproperTorsions,i1,[*:1]~[#6X3:2](~[*:3])~[*:4],0.17006448263551208,3.072251584665745e-05,17752100,-120,[H:11][c:1]1[c:2]([c:4]([c:6]([c:5]([c:3]1[H:13])[H:15])[C@@:8]2([C@@:9]([C:7]2([H:16])[H:17])([H:19])[N+:10]([H:20])([H:21])[H:22])[H:18])[H:14])[H:12],tm-2.2.offxml
5,4,14,2,"(5, 4, 14, 2)",C,C,H,C,"('C', 'C', 'H', 'C')",ImproperTorsions,i1,[*:1]~[#6X3:2](~[*:3])~[*:4],0.1975369216307049,4.1450106448974037e-05,17752100,-120,[H:11][c:1]1[c:2]([c:4]([c:6]([c:5]([c:3]1[H:13])[H:15])[C@@:8]2([C@@:9]([C:7]2([H:16])[H:17])([H:19])[N+:10]([H:20])([H:21])[H:22])[H:18])[H:14])[H:12],tm-2.2.offxml
14,4,2,5,"(14, 4, 2, 5)",H,C,C,C,"('H', 'C', 'C', 'C')",ImproperTorsions,i1,[*:1]~[#6X3:2](~[*:3])~[*:4],0.19309904283784912,3.960859211265529e-05,17752100,-120,[H:11][c:1]1[c:2]([c:4]([c:6]([c:5]([c:3]1[H:13])[H:15])[C@@:8]2([C@@:9]([C:7]2([H:16])[H:17])([H:19])[N+:10]([H:20])([H:21])[H:22])[H:18])[H:14])[H:12],tm-2.2.offxml
3,5,4,7,"(3, 5, 4, 7)",C,C,C,C,"('C', 'C', 'C', 'C')",ImproperTorsions,i1,[*:1]~[#6X3:2](~[*:3])~[*:4],-2.0170370561192357,0.004319954223351535,17752100,-120,[H:11][c:1]1[c:2]([c:4]([c:6]([c:5]([c:3]1[H:13])[H:15])[C@@:8]2([C@@:9]([C:7]2([H:16])[H:17])([H:19])[N+:10]([H:20])([H:21])[H:22])[H:18])[H:14])[H:12],tm-2.2.offxml
4,5,7,3,"(4, 5, 7, 3)",C,C,C,C,"('C', 'C', 'C', 'C')",ImproperTorsions,i1,[*:1]~[#6X3:2](~[*:3])~[*:4],-1.9631094734931793,0.004092134452019333,17752100,-120,[H:11][c:1]1[c:2]([c:4]([c:6]([c:5]([c:3]1[H:13])[H:15])[C@@:8]2([C@@:9]([C:7]2([H:16])[H:17])([H:19])[N+:10]([H:20])([H:21])[H:22])[H:18])[H:14])[H:12],tm-2.2.offxml
7,5,3,4,"(7, 5, 3, 4)",C,C,C,C,"('C', 'C', 'C', 'C')",ImproperTorsions,i1,[*:1]~[#6X3:2](~[*:3])~[*:4],-1.9738081836126977,0.004136841578806105,17752100,-120,[H:11][c:1]1[c:2]([c:4]([c:6]([c:5]([c:3]1[H:13])[H:15])[C@@:8]2([C@@:9]([C:7]2([H:16])[H:17])([H:19])[N+:10]([H:20])([H:21])[H:22])[H:18])[H:14])[H:12],tm-2.2.offxml
