atom_1,atom_2,atom_3,atom_4,atom_indices,element_1,element_2,element_3,element_4,elements,parameter_type,parameter_id,parameter_smirks,value,energy,qcarchive_id,grid_id,mapped_smiles,forcefield
8,14,-1,-1,"(8, 14)",C,H,,,"('C', 'H')",Electrostatics,,,3.1596622290963605,-0.28901914412030294,17738622,15,[H:11][c:1]1[c:2]([c:4]([c:6]([c:5]([c:3]1[H:13])[H:15])[C@@:8]2([C@@:9]([C:7]2([H:16])[H:17])([H:19])[N+:10]([H:20])([H:21])[H:22])[H:18])[H:14])[H:12],tm-2.2.offxml
8,14,-1,-1,"(8, 14)",C,H,,,"('C', 'H')",vdW,,,3.1596622290963605,-0.03474113461109125,17738622,15,[H:11][c:1]1[c:2]([c:4]([c:6]([c:5]([c:3]1[H:13])[H:15])[C@@:8]2([C@@:9]([C:7]2([H:16])[H:17])([H:19])[N+:10]([H:20])([H:21])[H:22])[H:18])[H:14])[H:12],tm-2.2.offxml
9,10,-1,-1,"(9, 10)",N,H,,,"('N', 'H')",Electrostatics,,,7.6334561207498535,-5.396654099069577,17738622,15,[H:11][c:1]1[c:2]([c:4]([c:6]([c:5]([c:3]1[H:13])[H:15])[C@@:8]2([C@@:9]([C:7]2([H:16])[H:17])([H:19])[N+:10]([H:20])([H:21])[H:22])[H:18])[H:14])[H:12],tm-2.2.offxml
9,10,-1,-1,"(9, 10)",N,H,,,"('N', 'H')",vdW,,,7.6334561207498535,-0.0006005799130073497,17738622,15,[H:11][c:1]1[c:2]([c:4]([c:6]([c:5]([c:3]1[H:13])[H:15])[C@@:8]2([C@@:9]([C:7]2([H:16])[H:17])([H:19])[N+:10]([H:20])([H:21])[H:22])[H:18])[H:14])[H:12],tm-2.2.offxml
9,11,-1,-1,"(9, 11)",N,H,,,"('N', 'H')",Electrostatics,,,7.197052354088672,-5.670697470694488,17738622,15,[H:11][c:1]1[c:2]([c:4]([c:6]([c:5]([c:3]1[H:13])[H:15])[C@@:8]2([C@@:9]([C:7]2([H:16])[H:17])([H:19])[N+:10]([H:20])([H:21])[H:22])[H:18])[H:14])[H:12],tm-2.2.offxml
9,11,-1,-1,"(9, 11)",N,H,,,"('N', 'H')",vdW,,,7.197052354088672,-0.0008539386684879158,17738622,15,[H:11][c:1]1[c:2]([c:4]([c:6]([c:5]([c:3]1[H:13])[H:15])[C@@:8]2([C@@:9]([C:7]2([H:16])[H:17])([H:19])[N+:10]([H:20])([H:21])[H:22])[H:18])[H:14])[H:12],tm-2.2.offxml
9,12,-1,-1,"(9, 12)",N,H,,,"('N', 'H')",Electrostatics,,,6.328398750336047,-6.4490731685672085,17738622,15,[H:11][c:1]1[c:2]([c:4]([c:6]([c:5]([c:3]1[H:13])[H:15])[C@@:8]2([C@@:9]([C:7]2([H:16])[H:17])([H:19])[N+:10]([H:20])([H:21])[H:22])[H:18])[H:14])[H:12],tm-2.2.offxml
9,12,-1,-1,"(9, 12)",N,H,,,"('N', 'H')",vdW,,,6.328398750336047,-0.0018384855256796165,17738622,15,[H:11][c:1]1[c:2]([c:4]([c:6]([c:5]([c:3]1[H:13])[H:15])[C@@:8]2([C@@:9]([C:7]2([H:16])[H:17])([H:19])[N+:10]([H:20])([H:21])[H:22])[H:18])[H:14])[H:12],tm-2.2.offxml
9,13,-1,-1,"(9, 13)",N,H,,,"('N', 'H')",Electrostatics,,,5.2161521529286645,-6.702977006993363,17738622,15,[H:11][c:1]1[c:2]([c:4]([c:6]([c:5]([c:3]1[H:13])[H:15])[C@@:8]2([C@@:9]([C:7]2([H:16])[H:17])([H:19])[N+:10]([H:20])([H:21])[H:22])[H:18])[H:14])[H:12],tm-2.2.offxml
9,13,-1,-1,"(9, 13)",N,H,,,"('N', 'H')",vdW,,,5.2161521529286645,-0.005745612824021578,17738622,15,[H:11][c:1]1[c:2]([c:4]([c:6]([c:5]([c:3]1[H:13])[H:15])[C@@:8]2([C@@:9]([C:7]2([H:16])[H:17])([H:19])[N+:10]([H:20])([H:21])[H:22])[H:18])[H:14])[H:12],tm-2.2.offxml
9,14,-1,-1,"(9, 14)",N,H,,,"('N', 'H')",Electrostatics,,,3.9203412349524718,-8.91854709848584,17738622,15,[H:11][c:1]1[c:2]([c:4]([c:6]([c:5]([c:3]1[H:13])[H:15])[C@@:8]2([C@@:9]([C:7]2([H:16])[H:17])([H:19])[N+:10]([H:20])([H:21])[H:22])[H:18])[H:14])[H:12],tm-2.2.offxml
9,14,-1,-1,"(9, 14)",N,H,,,"('N', 'H')",vdW,,,3.9203412349524718,-0.027561848987029302,17738622,15,[H:11][c:1]1[c:2]([c:4]([c:6]([c:5]([c:3]1[H:13])[H:15])[C@@:8]2([C@@:9]([C:7]2([H:16])[H:17])([H:19])[N+:10]([H:20])([H:21])[H:22])[H:18])[H:14])[H:12],tm-2.2.offxml
10,13,-1,-1,"(10, 13)",H,H,,,"('H', 'H')",Electrostatics,,,4.317008982760352,1.5676528813161856,17738622,15,[H:11][c:1]1[c:2]([c:4]([c:6]([c:5]([c:3]1[H:13])[H:15])[C@@:8]2([C@@:9]([C:7]2([H:16])[H:17])([H:19])[N+:10]([H:20])([H:21])[H:22])[H:18])[H:14])[H:12],tm-2.2.offxml
10,13,-1,-1,"(10, 13)",H,H,,,"('H', 'H')",vdW,,,4.317008982760352,-0.0026712792672050185,17738622,15,[H:11][c:1]1[c:2]([c:4]([c:6]([c:5]([c:3]1[H:13])[H:15])[C@@:8]2([C@@:9]([C:7]2([H:16])[H:17])([H:19])[N+:10]([H:20])([H:21])[H:22])[H:18])[H:14])[H:12],tm-2.2.offxml
10,14,-1,-1,"(10, 14)",H,H,,,"('H', 'H')",Electrostatics,,,4.318373348397014,1.5671575902542685,17738622,15,[H:11][c:1]1[c:2]([c:4]([c:6]([c:5]([c:3]1[H:13])[H:15])[C@@:8]2([C@@:9]([C:7]2([H:16])[H:17])([H:19])[N+:10]([H:20])([H:21])[H:22])[H:18])[H:14])[H:12],tm-2.2.offxml
10,14,-1,-1,"(10, 14)",H,H,,,"('H', 'H')",vdW,,,4.318373348397014,-0.0026664561836215205,17738622,15,[H:11][c:1]1[c:2]([c:4]([c:6]([c:5]([c:3]1[H:13])[H:15])[C@@:8]2([C@@:9]([C:7]2([H:16])[H:17])([H:19])[N+:10]([H:20])([H:21])[H:22])[H:18])[H:14])[H:12],tm-2.2.offxml
10,15,-1,-1,"(10, 15)",H,H,,,"('H', 'H')",Electrostatics,,,7.264091148222785,0.8116495874741088,17738622,15,[H:11][c:1]1[c:2]([c:4]([c:6]([c:5]([c:3]1[H:13])[H:15])[C@@:8]2([C@@:9]([C:7]2([H:16])[H:17])([H:19])[N+:10]([H:20])([H:21])[H:22])[H:18])[H:14])[H:12],tm-2.2.offxml
10,15,-1,-1,"(10, 15)",H,H,,,"('H', 'H')",vdW,,,7.264091148222785,-0.0001343426537045798,17738622,15,[H:11][c:1]1[c:2]([c:4]([c:6]([c:5]([c:3]1[H:13])[H:15])[C@@:8]2([C@@:9]([C:7]2([H:16])[H:17])([H:19])[N+:10]([H:20])([H:21])[H:22])[H:18])[H:14])[H:12],tm-2.2.offxml
10,16,-1,-1,"(10, 16)",H,H,,,"('H', 'H')",Electrostatics,,,6.037063112049098,0.9766166883466891,17738622,15,[H:11][c:1]1[c:2]([c:4]([c:6]([c:5]([c:3]1[H:13])[H:15])[C@@:8]2([C@@:9]([C:7]2([H:16])[H:17])([H:19])[N+:10]([H:20])([H:21])[H:22])[H:18])[H:14])[H:12],tm-2.2.offxml
10,16,-1,-1,"(10, 16)",H,H,,,"('H', 'H')",vdW,,,6.037063112049098,-0.0004059233229048361,17738622,15,[H:11][c:1]1[c:2]([c:4]([c:6]([c:5]([c:3]1[H:13])[H:15])[C@@:8]2([C@@:9]([C:7]2([H:16])[H:17])([H:19])[N+:10]([H:20])([H:21])[H:22])[H:18])[H:14])[H:12],tm-2.2.offxml
10,17,-1,-1,"(10, 17)",H,H,,,"('H', 'H')",Electrostatics,,,5.934941426773956,0.9084541606274905,17738622,15,[H:11][c:1]1[c:2]([c:4]([c:6]([c:5]([c:3]1[H:13])[H:15])[C@@:8]2([C@@:9]([C:7]2([H:16])[H:17])([H:19])[N+:10]([H:20])([H:21])[H:22])[H:18])[H:14])[H:12],tm-2.2.offxml
10,17,-1,-1,"(10, 17)",H,H,,,"('H', 'H')",vdW,,,5.934941426773956,-0.0004493584643279758,17738622,15,[H:11][c:1]1[c:2]([c:4]([c:6]([c:5]([c:3]1[H:13])[H:15])[C@@:8]2([C@@:9]([C:7]2([H:16])[H:17])([H:19])[N+:10]([H:20])([H:21])[H:22])[H:18])[H:14])[H:12],tm-2.2.offxml
10,18,-1,-1,"(10, 18)",H,H,,,"('H', 'H')",Electrostatics,,,5.99955859087081,1.3514354138409796,17738622,15,[H:11][c:1]1[c:2]([c:4]([c:6]([c:5]([c:3]1[H:13])[H:15])[C@@:8]2([C@@:9]([C:7]2([H:16])[H:17])([H:19])[N+:10]([H:20])([H:21])[H:22])[H:18])[H:14])[H:12],tm-2.2.offxml
10,18,-1,-1,"(10, 18)",H,H,,,"('H', 'H')",vdW,,,5.99955859087081,-0.0001813975017372652,17738622,15,[H:11][c:1]1[c:2]([c:4]([c:6]([c:5]([c:3]1[H:13])[H:15])[C@@:8]2([C@@:9]([C:7]2([H:16])[H:17])([H:19])[N+:10]([H:20])([H:21])[H:22])[H:18])[H:14])[H:12],tm-2.2.offxml
10,19,-1,-1,"(10, 19)",H,H,,,"('H', 'H')",Electrostatics,,,8.345151131912848,2.8382314876992063,17738622,15,[H:11][c:1]1[c:2]([c:4]([c:6]([c:5]([c:3]1[H:13])[H:15])[C@@:8]2([C@@:9]([C:7]2([H:16])[H:17])([H:19])[N+:10]([H:20])([H:21])[H:22])[H:18])[H:14])[H:12],tm-2.2.offxml
10,19,-1,-1,"(10, 19)",H,H,,,"('H', 'H')",vdW,,,8.345151131912848,-6.771313752450558e-06,17738622,15,[H:11][c:1]1[c:2]([c:4]([c:6]([c:5]([c:3]1[H:13])[H:15])[C@@:8]2([C@@:9]([C:7]2([H:16])[H:17])([H:19])[N+:10]([H:20])([H:21])[H:22])[H:18])[H:14])[H:12],tm-2.2.offxml
10,20,-1,-1,"(10, 20)",H,H,,,"('H', 'H')",Electrostatics,,,7.5996313868580145,3.116660467659369,17738622,15,[H:11][c:1]1[c:2]([c:4]([c:6]([c:5]([c:3]1[H:13])[H:15])[C@@:8]2([C@@:9]([C:7]2([H:16])[H:17])([H:19])[N+:10]([H:20])([H:21])[H:22])[H:18])[H:14])[H:12],tm-2.2.offxml
10,20,-1,-1,"(10, 20)",H,H,,,"('H', 'H')",vdW,,,7.5996313868580145,-1.1870955017445291e-05,17738622,15,[H:11][c:1]1[c:2]([c:4]([c:6]([c:5]([c:3]1[H:13])[H:15])[C@@:8]2([C@@:9]([C:7]2([H:16])[H:17])([H:19])[N+:10]([H:20])([H:21])[H:22])[H:18])[H:14])[H:12],tm-2.2.offxml
10,21,-1,-1,"(10, 21)",H,H,,,"('H', 'H')",Electrostatics,,,8.078346779525022,2.931970037760169,17738622,15,[H:11][c:1]1[c:2]([c:4]([c:6]([c:5]([c:3]1[H:13])[H:15])[C@@:8]2([C@@:9]([C:7]2([H:16])[H:17])([H:19])[N+:10]([H:20])([H:21])[H:22])[H:18])[H:14])[H:12],tm-2.2.offxml
10,21,-1,-1,"(10, 21)",H,H,,,"('H', 'H')",vdW,,,8.078346779525022,-8.228725000652227e-06,17738622,15,[H:11][c:1]1[c:2]([c:4]([c:6]([c:5]([c:3]1[H:13])[H:15])[C@@:8]2([C@@:9]([C:7]2([H:16])[H:17])([H:19])[N+:10]([H:20])([H:21])[H:22])[H:18])[H:14])[H:12],tm-2.2.offxml
11,12,-1,-1,"(11, 12)",H,H,,,"('H', 'H')",Electrostatics,,,4.321484639742794,1.8109997383632728,17738622,15,[H:11][c:1]1[c:2]([c:4]([c:6]([c:5]([c:3]1[H:13])[H:15])[C@@:8]2([C@@:9]([C:7]2([H:16])[H:17])([H:19])[N+:10]([H:20])([H:21])[H:22])[H:18])[H:14])[H:12],tm-2.2.offxml
11,12,-1,-1,"(11, 12)",H,H,,,"('H', 'H')",vdW,,,4.321484639742794,-0.0026554941214820805,17738622,15,[H:11][c:1]1[c:2]([c:4]([c:6]([c:5]([c:3]1[H:13])[H:15])[C@@:8]2([C@@:9]([C:7]2([H:16])[H:17])([H:19])[N+:10]([H:20])([H:21])[H:22])[H:18])[H:14])[H:12],tm-2.2.offxml
11,14,-1,-1,"(11, 14)",H,H,,,"('H', 'H')",Electrostatics,,,4.994517971066252,1.3424082776584099,17738622,15,[H:11][c:1]1[c:2]([c:4]([c:6]([c:5]([c:3]1[H:13])[H:15])[C@@:8]2([C@@:9]([C:7]2([H:16])[H:17])([H:19])[N+:10]([H:20])([H:21])[H:22])[H:18])[H:14])[H:12],tm-2.2.offxml
11,14,-1,-1,"(11, 14)",H,H,,,"('H', 'H')",vdW,,,4.994517971066252,-0.0011443705446216674,17738622,15,[H:11][c:1]1[c:2]([c:4]([c:6]([c:5]([c:3]1[H:13])[H:15])[C@@:8]2([C@@:9]([C:7]2([H:16])[H:17])([H:19])[N+:10]([H:20])([H:21])[H:22])[H:18])[H:14])[H:12],tm-2.2.offxml
11,15,-1,-1,"(11, 15)",H,H,,,"('H', 'H')",Electrostatics,,,5.942707073413698,0.9829034916355213,17738622,15,[H:11][c:1]1[c:2]([c:4]([c:6]([c:5]([c:3]1[H:13])[H:15])[C@@:8]2([C@@:9]([C:7]2([H:16])[H:17])([H:19])[N+:10]([H:20])([H:21])[H:22])[H:18])[H:14])[H:12],tm-2.2.offxml
11,15,-1,-1,"(11, 15)",H,H,,,"('H', 'H')",vdW,,,5.942707073413698,-0.00044587205516570684,17738622,15,[H:11][c:1]1[c:2]([c:4]([c:6]([c:5]([c:3]1[H:13])[H:15])[C@@:8]2([C@@:9]([C:7]2([H:16])[H:17])([H:19])[N+:10]([H:20])([H:21])[H:22])[H:18])[H:14])[H:12],tm-2.2.offxml
11,16,-1,-1,"(11, 16)",H,H,,,"('H', 'H')",Electrostatics,,,4.70555672596667,1.2413212447301831,17738622,15,[H:11][c:1]1[c:2]([c:4]([c:6]([c:5]([c:3]1[H:13])[H:15])[C@@:8]2([C@@:9]([C:7]2([H:16])[H:17])([H:19])[N+:10]([H:20])([H:21])[H:22])[H:18])[H:14])[H:12],tm-2.2.offxml
11,16,-1,-1,"(11, 16)",H,H,,,"('H', 'H')",vdW,,,4.70555672596667,-0.0017691996899179502,17738622,15,[H:11][c:1]1[c:2]([c:4]([c:6]([c:5]([c:3]1[H:13])[H:15])[C@@:8]2([C@@:9]([C:7]2([H:16])[H:17])([H:19])[N+:10]([H:20])([H:21])[H:22])[H:18])[H:14])[H:12],tm-2.2.offxml
11,17,-1,-1,"(11, 17)",H,H,,,"('H', 'H')",Electrostatics,,,5.236999743624548,1.0199579022462233,17738622,15,[H:11][c:1]1[c:2]([c:4]([c:6]([c:5]([c:3]1[H:13])[H:15])[C@@:8]2([C@@:9]([C:7]2([H:16])[H:17])([H:19])[N+:10]([H:20])([H:21])[H:22])[H:18])[H:14])[H:12],tm-2.2.offxml
11,17,-1,-1,"(11, 17)",H,H,,,"('H', 'H')",vdW,,,5.236999743624548,-0.0009441797529588689,17738622,15,[H:11][c:1]1[c:2]([c:4]([c:6]([c:5]([c:3]1[H:13])[H:15])[C@@:8]2([C@@:9]([C:7]2([H:16])[H:17])([H:19])[N+:10]([H:20])([H:21])[H:22])[H:18])[H:14])[H:12],tm-2.2.offxml
11,18,-1,-1,"(11, 18)",H,H,,,"('H', 'H')",Electrostatics,,,5.702161522386013,1.4087061910274208,17738622,15,[H:11][c:1]1[c:2]([c:4]([c:6]([c:5]([c:3]1[H:13])[H:15])[C@@:8]2([C@@:9]([C:7]2([H:16])[H:17])([H:19])[N+:10]([H:20])([H:21])[H:22])[H:18])[H:14])[H:12],tm-2.2.offxml
11,18,-1,-1,"(11, 18)",H,H,,,"('H', 'H')",vdW,,,5.702161522386013,-0.0002458433341082547,17738622,15,[H:11][c:1]1[c:2]([c:4]([c:6]([c:5]([c:3]1[H:13])[H:15])[C@@:8]2([C@@:9]([C:7]2([H:16])[H:17])([H:19])[N+:10]([H:20])([H:21])[H:22])[H:18])[H:14])[H:12],tm-2.2.offxml
11,19,-1,-1,"(11, 19)",H,H,,,"('H', 'H')",Electrostatics,,,7.645850994097261,3.06903283082229,17738622,15,[H:11][c:1]1[c:2]([c:4]([c:6]([c:5]([c:3]1[H:13])[H:15])[C@@:8]2([C@@:9]([C:7]2([H:16])[H:17])([H:19])[N+:10]([H:20])([H:21])[H:22])[H:18])[H:14])[H:12],tm-2.2.offxml
11,19,-1,-1,"(11, 19)",H,H,,,"('H', 'H')",vdW,,,7.645850994097261,-1.1446928007148518e-05,17738622,15,[H:11][c:1]1[c:2]([c:4]([c:6]([c:5]([c:3]1[H:13])[H:15])[C@@:8]2([C@@:9]([C:7]2([H:16])[H:17])([H:19])[N+:10]([H:20])([H:21])[H:22])[H:18])[H:14])[H:12],tm-2.2.offxml
11,20,-1,-1,"(11, 20)",H,H,,,"('H', 'H')",Electrostatics,,,7.339461104420842,3.197151314873191,17738622,15,[H:11][c:1]1[c:2]([c:4]([c:6]([c:5]([c:3]1[H:13])[H:15])[C@@:8]2([C@@:9]([C:7]2([H:16])[H:17])([H:19])[N+:10]([H:20])([H:21])[H:22])[H:18])[H:14])[H:12],tm-2.2.offxml
11,20,-1,-1,"(11, 20)",H,H,,,"('H', 'H')",vdW,,,7.339461104420842,-1.4629705284497928e-05,17738622,15,[H:11][c:1]1[c:2]([c:4]([c:6]([c:5]([c:3]1[H:13])[H:15])[C@@:8]2([C@@:9]([C:7]2([H:16])[H:17])([H:19])[N+:10]([H:20])([H:21])[H:22])[H:18])[H:14])[H:12],tm-2.2.offxml
11,21,-1,-1,"(11, 21)",H,H,,,"('H', 'H')",Electrostatics,,,7.820171496284069,3.0006206042424814,17738622,15,[H:11][c:1]1[c:2]([c:4]([c:6]([c:5]([c:3]1[H:13])[H:15])[C@@:8]2([C@@:9]([C:7]2([H:16])[H:17])([H:19])[N+:10]([H:20])([H:21])[H:22])[H:18])[H:14])[H:12],tm-2.2.offxml
11,21,-1,-1,"(11, 21)",H,H,,,"('H', 'H')",vdW,,,7.820171496284069,-9.99900702130844e-06,17738622,15,[H:11][c:1]1[c:2]([c:4]([c:6]([c:5]([c:3]1[H:13])[H:15])[C@@:8]2([C@@:9]([C:7]2([H:16])[H:17])([H:19])[N+:10]([H:20])([H:21])[H:22])[H:18])[H:14])[H:12],tm-2.2.offxml
12,13,-1,-1,"(12, 13)",H,H,,,"('H', 'H')",Electrostatics,,,4.994352940937141,1.3424526353187518,17738622,15,[H:11][c:1]1[c:2]([c:4]([c:6]([c:5]([c:3]1[H:13])[H:15])[C@@:8]2([C@@:9]([C:7]2([H:16])[H:17])([H:19])[N+:10]([H:20])([H:21])[H:22])[H:18])[H:14])[H:12],tm-2.2.offxml
12,13,-1,-1,"(12, 13)",H,H,,,"('H', 'H')",vdW,,,4.994352940937141,-0.0011445931275395529,17738622,15,[H:11][c:1]1[c:2]([c:4]([c:6]([c:5]([c:3]1[H:13])[H:15])[C@@:8]2([C@@:9]([C:7]2([H:16])[H:17])([H:19])[N+:10]([H:20])([H:21])[H:22])[H:18])[H:14])[H:12],tm-2.2.offxml
12,15,-1,-1,"(12, 15)",H,H,,,"('H', 'H')",Electrostatics,,,6.874321727252402,0.8496994705774508,17738622,15,[H:11][c:1]1[c:2]([c:4]([c:6]([c:5]([c:3]1[H:13])[H:15])[C@@:8]2([C@@:9]([C:7]2([H:16])[H:17])([H:19])[N+:10]([H:20])([H:21])[H:22])[H:18])[H:14])[H:12],tm-2.2.offxml
12,15,-1,-1,"(12, 15)",H,H,,,"('H', 'H')",vdW,,,6.874321727252402,-0.0001868771841194613,17738622,15,[H:11][c:1]1[c:2]([c:4]([c:6]([c:5]([c:3]1[H:13])[H:15])[C@@:8]2([C@@:9]([C:7]2([H:16])[H:17])([H:19])[N+:10]([H:20])([H:21])[H:22])[H:18])[H:14])[H:12],tm-2.2.offxml
12,16,-1,-1,"(12, 16)",H,H,,,"('H', 'H')",Electrostatics,,,5.942897483750806,0.9828719994239024,17738622,15,[H:11][c:1]1[c:2]([c:4]([c:6]([c:5]([c:3]1[H:13])[H:15])[C@@:8]2([C@@:9]([C:7]2([H:16])[H:17])([H:19])[N+:10]([H:20])([H:21])[H:22])[H:18])[H:14])[H:12],tm-2.2.offxml
12,16,-1,-1,"(12, 16)",H,H,,,"('H', 'H')",vdW,,,5.942897483750806,-0.0004457869650146627,17738622,15,[H:11][c:1]1[c:2]([c:4]([c:6]([c:5]([c:3]1[H:13])[H:15])[C@@:8]2([C@@:9]([C:7]2([H:16])[H:17])([H:19])[N+:10]([H:20])([H:21])[H:22])[H:18])[H:14])[H:12],tm-2.2.offxml
12,17,-1,-1,"(12, 17)",H,H,,,"('H', 'H')",Electrostatics,,,5.12640990506974,1.0419610158931756,17738622,15,[H:11][c:1]1[c:2]([c:4]([c:6]([c:5]([c:3]1[H:13])[H:15])[C@@:8]2([C@@:9]([C:7]2([H:16])[H:17])([H:19])[N+:10]([H:20])([H:21])[H:22])[H:18])[H:14])[H:12],tm-2.2.offxml
12,17,-1,-1,"(12, 17)",H,H,,,"('H', 'H')",vdW,,,5.12640990506974,-0.0010708997575952781,17738622,15,[H:11][c:1]1[c:2]([c:4]([c:6]([c:5]([c:3]1[H:13])[H:15])[C@@:8]2([C@@:9]([C:7]2([H:16])[H:17])([H:19])[N+:10]([H:20])([H:21])[H:22])[H:18])[H:14])[H:12],tm-2.2.offxml
12,18,-1,-1,"(12, 18)",H,H,,,"('H', 'H')",Electrostatics,,,4.92400409147807,1.6313289123227153,17738622,15,[H:11][c:1]1[c:2]([c:4]([c:6]([c:5]([c:3]1[H:13])[H:15])[C@@:8]2([C@@:9]([C:7]2([H:16])[H:17])([H:19])[N+:10]([H:20])([H:21])[H:22])[H:18])[H:14])[H:12],tm-2.2.offxml
12,18,-1,-1,"(12, 18)",H,H,,,"('H', 'H')",vdW,,,4.92400409147807,-0.0005895929670284104,17738622,15,[H:11][c:1]1[c:2]([c:4]([c:6]([c:5]([c:3]1[H:13])[H:15])[C@@:8]2([C@@:9]([C:7]2([H:16])[H:17])([H:19])[N+:10]([H:20])([H:21])[H:22])[H:18])[H:14])[H:12],tm-2.2.offxml
12,19,-1,-1,"(12, 19)",H,H,,,"('H', 'H')",Electrostatics,,,7.215366232023435,3.252138140447411,17738622,15,[H:11][c:1]1[c:2]([c:4]([c:6]([c:5]([c:3]1[H:13])[H:15])[C@@:8]2([C@@:9]([C:7]2([H:16])[H:17])([H:19])[N+:10]([H:20])([H:21])[H:22])[H:18])[H:14])[H:12],tm-2.2.offxml
12,19,-1,-1,"(12, 19)",H,H,,,"('H', 'H')",vdW,,,7.215366232023435,-1.620536420787008e-05,17738622,15,[H:11][c:1]1[c:2]([c:4]([c:6]([c:5]([c:3]1[H:13])[H:15])[C@@:8]2([C@@:9]([C:7]2([H:16])[H:17])([H:19])[N+:10]([H:20])([H:21])[H:22])[H:18])[H:14])[H:12],tm-2.2.offxml
12,20,-1,-1,"(12, 20)",H,H,,,"('H', 'H')",Electrostatics,,,6.116519890189001,3.8363919584564052,17738622,15,[H:11][c:1]1[c:2]([c:4]([c:6]([c:5]([c:3]1[H:13])[H:15])[C@@:8]2([C@@:9]([C:7]2([H:16])[H:17])([H:19])[N+:10]([H:20])([H:21])[H:22])[H:18])[H:14])[H:12],tm-2.2.offxml
12,20,-1,-1,"(12, 20)",H,H,,,"('H', 'H')",vdW,,,6.116519890189001,-4.364972485817596e-05,17738622,15,[H:11][c:1]1[c:2]([c:4]([c:6]([c:5]([c:3]1[H:13])[H:15])[C@@:8]2([C@@:9]([C:7]2([H:16])[H:17])([H:19])[N+:10]([H:20])([H:21])[H:22])[H:18])[H:14])[H:12],tm-2.2.offxml
12,21,-1,-1,"(12, 21)",H,H,,,"('H', 'H')",Electrostatics,,,6.615596258809837,3.546976992317427,17738622,15,[H:11][c:1]1[c:2]([c:4]([c:6]([c:5]([c:3]1[H:13])[H:15])[C@@:8]2([C@@:9]([C:7]2([H:16])[H:17])([H:19])[N+:10]([H:20])([H:21])[H:22])[H:18])[H:14])[H:12],tm-2.2.offxml
12,21,-1,-1,"(12, 21)",H,H,,,"('H', 'H')",vdW,,,6.615596258809837,-2.7271813336245684e-05,17738622,15,[H:11][c:1]1[c:2]([c:4]([c:6]([c:5]([c:3]1[H:13])[H:15])[C@@:8]2([C@@:9]([C:7]2([H:16])[H:17])([H:19])[N+:10]([H:20])([H:21])[H:22])[H:18])[H:14])[H:12],tm-2.2.offxml
13,14,-1,-1,"(13, 14)",H,H,,,"('H', 'H')",Electrostatics,,,4.342377792279271,1.3227489852078829,17738622,15,[H:11][c:1]1[c:2]([c:4]([c:6]([c:5]([c:3]1[H:13])[H:15])[C@@:8]2([C@@:9]([C:7]2([H:16])[H:17])([H:19])[N+:10]([H:20])([H:21])[H:22])[H:18])[H:14])[H:12],tm-2.2.offxml
13,14,-1,-1,"(13, 14)",H,H,,,"('H', 'H')",vdW,,,4.342377792279271,-0.00258317707822348,17738622,15,[H:11][c:1]1[c:2]([c:4]([c:6]([c:5]([c:3]1[H:13])[H:15])[C@@:8]2([C@@:9]([C:7]2([H:16])[H:17])([H:19])[N+:10]([H:20])([H:21])[H:22])[H:18])[H:14])[H:12],tm-2.2.offxml
13,15,-1,-1,"(13, 15)",H,H,,,"('H', 'H')",Electrostatics,,,3.521383064780934,1.4210480747066059,17738622,15,[H:11][c:1]1[c:2]([c:4]([c:6]([c:5]([c:3]1[H:13])[H:15])[C@@:8]2([C@@:9]([C:7]2([H:16])[H:17])([H:19])[N+:10]([H:20])([H:21])[H:22])[H:18])[H:14])[H:12],tm-2.2.offxml
13,15,-1,-1,"(13, 15)",H,H,,,"('H', 'H')",vdW,,,3.521383064780934,-0.008659911708949329,17738622,15,[H:11][c:1]1[c:2]([c:4]([c:6]([c:5]([c:3]1[H:13])[H:15])[C@@:8]2([C@@:9]([C:7]2([H:16])[H:17])([H:19])[N+:10]([H:20])([H:21])[H:22])[H:18])[H:14])[H:12],tm-2.2.offxml
13,16,-1,-1,"(13, 16)",H,H,,,"('H', 'H')",Electrostatics,,,2.5899402092116532,1.9321120258735889,17738622,15,[H:11][c:1]1[c:2]([c:4]([c:6]([c:5]([c:3]1[H:13])[H:15])[C@@:8]2([C@@:9]([C:7]2([H:16])[H:17])([H:19])[N+:10]([H:20])([H:21])[H:22])[H:18])[H:14])[H:12],tm-2.2.offxml
13,16,-1,-1,"(13, 16)",H,H,,,"('H', 'H')",vdW,,,2.5899402092116532,0.0028787292331719882,17738622,15,[H:11][c:1]1[c:2]([c:4]([c:6]([c:5]([c:3]1[H:13])[H:15])[C@@:8]2([C@@:9]([C:7]2([H:16])[H:17])([H:19])[N+:10]([H:20])([H:21])[H:22])[H:18])[H:14])[H:12],tm-2.2.offxml
13,17,-1,-1,"(13, 17)",H,H,,,"('H', 'H')",Electrostatics,,,3.2824210985000652,1.3941109698493543,17738622,15,[H:11][c:1]1[c:2]([c:4]([c:6]([c:5]([c:3]1[H:13])[H:15])[C@@:8]2([C@@:9]([C:7]2([H:16])[H:17])([H:19])[N+:10]([H:20])([H:21])[H:22])[H:18])[H:14])[H:12],tm-2.2.offxml
